global_index,episode_id,frame_id,timestamp,cluster_id,action_score,selected,is_anchor,is_neighbor
99,0,99,1.9800000190734863,2,0.0026569376,False,False,False
100,0,100,2.0,2,0.0021693825,False,False,False
101,0,101,2.0199999809265137,2,0.0021693825,False,False,False
102,0,102,2.0399999618530273,2,0.0,False,False,False
103,0,103,2.059999942779541,2,0.0,False,False,False
104,0,104,2.0799999237060547,2,0.0,False,False,False
105,0,105,2.0999999046325684,2,0.0,False,False,False
106,0,106,2.119999885559082,2,0.0,False,False,False
107,0,107,2.140000104904175,2,0.0015339851,False,False,False
108,0,108,2.1600000858306885,2,0.0,False,False,False
109,0,109,2.180000066757202,2,0.0015339851,False,False,False
110,0,110,2.200000047683716,2,0.0,False,False,False
111,0,111,2.2200000286102295,2,0.0015339851,False,False,False
112,0,112,2.240000009536743,6,0.0,False,False,False
113,0,113,2.259999990463257,6,0.0,False,False,False
114,0,114,2.2799999713897705,2,0.0015339851,False,False,False
115,0,115,2.299999952316284,2,0.0015339807,False,False,False
116,0,116,2.319999933242798,6,0.0,False,False,False
117,0,117,2.3399999141693115,6,0.0,False,False,False
118,0,118,2.359999895095825,6,0.0,False,False,False
119,0,119,2.380000114440918,6,0.0015339851,False,False,False
120,0,120,2.4000000953674316,6,0.0015339851,False,False,False
121,0,121,2.4200000762939453,6,0.0015339851,False,False,False
122,0,122,2.440000057220459,6,0.0021693795,False,False,False
123,0,123,2.4600000381469727,6,0.0,False,False,False
124,0,124,2.4800000190734863,6,0.0015339807,False,False,False
125,0,125,2.5,6,0.0015339851,False,False,False
126,0,126,2.5199999809265137,6,0.0015339851,False,False,False
127,0,127,2.5399999618530273,6,0.0,False,False,False
128,0,128,2.559999942779541,6,0.0,False,False,False
129,0,129,2.5799999237060547,6,0.0,False,False,False
130,0,130,2.5999999046325684,6,0.0015339807,False,False,False
131,0,131,2.619999885559082,6,0.0,False,False,False
132,0,132,2.640000104904175,6,0.0021693795,False,False,False
133,0,133,2.6600000858306885,6,0.0021693795,False,False,False
134,0,134,2.680000066757202,6,0.0,False,False,False
135,0,135,2.700000047683716,6,0.0015339851,False,False,False
136,0,136,2.7200000286102295,6,0.0015339851,False,False,False
137,0,137,2.740000009536743,6,0.0,False,False,False
138,0,138,2.759999990463257,6,0.0,False,False,False
139,0,139,2.7799999713897705,6,0.0015339851,False,False,False
140,0,140,2.799999952316284,6,0.0015339851,False,False,False
141,0,141,2.819999933242798,6,0.0015339851,False,False,False
142,0,142,2.8399999141693115,6,0.0015339851,False,False,False
143,0,143,2.859999895095825,6,0.0015339851,False,False,False
144,0,144,2.880000114440918,6,0.0,False,False,False
145,0,145,2.9000000953674316,6,0.0015339851,False,False,False
146,0,146,2.9200000762939453,6,0.0,False,False,False
147,0,147,2.940000057220459,6,0.0015339851,False,False,False
148,0,148,2.9600000381469727,6,0.0015339851,False,False,False
149,0,149,2.9800000190734863,6,0.001533981,False,False,False
150,0,150,3.0,6,0.0,False,False,False
151,0,151,3.0199999809265137,6,0.0021693795,False,False,False
152,0,152,3.0399999618530273,6,0.0015339851,False,False,False
153,0,153,3.059999942779541,6,0.0015339851,False,False,False
154,0,154,3.0799999237060547,6,0.0015339851,False,False,False
155,0,155,3.0999999046325684,6,0.0,False,False,False
156,0,156,3.119999885559082,6,0.0,False,False,False
157,0,157,3.140000104904175,6,0.0015339814,False,False,False
158,0,158,3.1600000858306885,6,0.0015339814,False,False,False
159,0,159,3.180000066757202,6,0.0,False,False,False
160,0,160,3.200000047683716,6,0.0015339851,False,False,False
161,0,161,3.2200000286102295,6,0.0015339851,False,False,False
162,0,162,3.240000009536743,6,0.0,False,False,False
163,0,163,3.259999990463257,6,0.0015339851,False,False,False
164,0,164,3.2799999713897705,6,0.0,False,False,False
165,0,165,3.299999952316284,6,0.0015339851,False,False,False
166,0,166,3.319999933242798,6,0.0,False,False,False
167,0,167,3.3399999141693115,6,0.0,False,False,False
168,0,168,3.359999895095825,6,0.0021693793,False,False,False
169,0,169,3.380000114440918,6,0.0015339851,False,False,False
170,0,170,3.4000000953674316,6,0.0,False,False,False
171,0,171,3.4200000762939453,6,0.0,False,False,False
172,0,172,3.440000057220459,6,0.0,False,False,False
173,0,173,3.4600000381469727,6,0.0,False,False,False
174,0,174,3.4800000190734863,6,0.0015339851,False,False,False
175,0,175,3.5,6,0.0015339851,False,False,False
176,0,176,3.5199999809265137,6,0.0015339851,False,False,False
177,0,177,3.5399999618530273,6,0.0,False,False,False
178,0,178,3.559999942779541,6,0.0015339851,False,False,False
179,0,179,3.5799999237060547,6,0.0,False,False,False
180,0,180,3.5999999046325684,6,0.0015339851,False,False,False
181,0,181,3.619999885559082,6,0.0015339851,False,False,False
182,0,182,3.640000104904175,6,0.0,False,False,False
183,0,183,3.6600000858306885,6,0.0,False,False,False
184,0,184,3.680000066757202,6,0.0,False,False,False
185,0,185,3.700000047683716,6,0.0,False,False,False
186,0,186,3.7200000286102295,6,0.0,False,False,False
187,0,187,3.740000009536743,6,0.0,False,False,False
188,0,188,3.759999990463257,6,0.0,False,False,False
189,0,189,3.7799999713897705,6,0.0,False,False,False
190,0,190,3.799999952316284,6,0.0015339805,False,False,False
191,0,191,3.819999933242798,6,0.0,False,False,False
192,0,192,3.8399999141693115,6,0.0,False,False,False
193,0,193,3.859999895095825,6,0.0,False,False,False
194,0,194,3.880000114440918,6,0.0,False,False,False
195,0,195,3.9000000953674316,6,0.0015339805,False,False,False
196,0,196,3.9200000762939453,6,0.0,False,False,False
197,0,197,3.940000057220459,6,0.0,False,False,False
198,0,198,3.9600000381469727,6,0.0034300867,False,False,False
199,0,199,3.9800000190734863,6,0.002656938,False,False,False
200,0,200,4.0,6,0.0057396363,False,False,False
201,0,201,4.019999980926514,6,0.007854861,False,False,False
202,0,202,4.039999961853027,6,0.014570418,False,False,False
203,0,203,4.059999942779541,6,0.01380583,False,False,False
204,0,204,4.079999923706055,6,0.015125117,False,False,False
205,0,205,4.099999904632568,6,0.014308015,False,False,False
206,0,206,4.119999885559082,6,0.018787345,False,False,False
207,0,207,4.139999866485596,6,0.015492443,False,False,False
208,0,208,4.159999847412109,6,0.015568222,True,False,True
209,0,209,4.179999828338623,6,0.02217648,True,True,False
210,0,210,4.199999809265137,6,0.015492467,True,False,True
211,0,211,4.21999979019165,6,0.016663298,False,False,False
212,0,212,4.239999771118164,6,0.019895779,False,False,False
213,0,213,4.260000228881836,6,0.0131957885,False,False,False
214,0,214,4.28000020980835,5,0.014872523,False,False,False
215,0,215,4.300000190734863,8,0.010058961,False,False,False
216,0,216,4.320000171661377,8,0.010846906,False,False,False
217,0,217,4.340000152587891,8,0.011479182,False,False,False
218,0,218,4.360000133514404,8,0.0080036195,False,False,False
219,0,219,4.380000114440918,8,0.01106429,False,False,False
220,0,220,4.400000095367432,8,0.012142884,False,False,False
221,0,221,4.420000076293945,8,0.019509122,False,False,False
222,0,222,4.440000057220459,8,0.01479453,False,False,False
223,0,223,4.460000038146973,8,0.023200965,False,False,False
224,0,224,4.480000019073486,8,0.019191131,False,False,False
225,0,225,4.5,8,0.020222483,False,False,False
226,0,226,4.519999980926514,8,0.030485958,True,False,False
227,0,227,4.539999961853027,8,0.02574673,False,False,False
228,0,228,4.559999942779541,8,0.030374272,True,False,False
229,0,229,4.579999923706055,8,0.04291787,True,False,False
230,0,230,4.599999904632568,8,0.03827795,True,False,False
231,0,231,4.619999885559082,8,0.042515915,True,False,False
232,0,232,4.639999866485596,8,0.06738422,True,False,False
233,0,233,4.659999847412109,8,0.05958302,True,False,False
234,0,234,4.679999828338623,8,0.06663265,True,False,True
235,0,235,4.699999809265137,8,0.11181006,True,True,False
236,0,236,4.71999979019165,8,0.08954057,True,True,False
237,0,237,4.739999771118164,8,0.09622172,True,True,False
238,0,238,4.760000228881836,4,0.084926344,True,True,False
239,0,239,4.78000020980835,4,0.10319975,True,True,False
240,0,240,4.800000190734863,4,0.034493297,True,False,True
241,0,241,4.820000171661377,4,0.020197496,False,False,False
242,0,242,4.840000152587891,4,0.027303167,True,False,False
243,0,243,4.860000133514404,4,0.018875346,False,False,False
244,0,244,4.880000114440918,4,0.016114505,False,False,False
245,0,245,4.900000095367432,4,0.014778351,False,False,False
246,0,246,4.920000076293945,4,0.019584525,False,False,False
247,0,247,4.940000057220459,4,0.012078605,False,False,False
248,0,248,4.960000038146973,4,0.011376318,False,False,False
249,0,249,4.980000019073486,4,0.011272391,False,False,False
250,0,250,5.0,4,0.014633241,False,False,False
251,0,251,5.019999980926514,4,0.011272423,False,False,False
252,0,252,5.039999961853027,4,0.011167529,False,False,False
253,0,253,5.059999942779541,4,0.0118821645,False,False,False
254,0,254,5.079999923706055,4,0.009075173,False,False,False
255,0,255,5.099999904632568,4,0.0059410827,False,False,False
256,0,256,5.119999885559082,4,0.007029562,False,False,False
257,0,257,5.139999866485596,4,0.005739647,False,False,False
258,0,258,5.159999847412109,4,0.0057396307,False,False,False
259,0,259,5.179999828338623,4,0.005941097,False,False,False
260,0,260,5.199999809265137,4,0.0046019526,False,False,False
261,0,261,5.21999979019165,4,0.0076699015,False,False,False
262,0,262,5.239999771118164,4,0.0055308496,False,False,False
263,0,263,5.260000228881836,4,0.008233839,False,False,False
264,0,264,5.28000020980835,7,0.006686476,False,False,False
265,0,265,5.300000190734863,7,0.0050433683,False,False,False
266,0,266,5.320000171661377,7,0.0066864747,False,False,False
267,0,267,5.340000152587891,7,0.0068601384,False,False,False
268,0,268,5.360000133514404,0,0.0059410892,False,False,False
269,0,269,5.380000114440918,7,0.006827126,False,False,False
270,0,270,5.400000095367432,7,0.0065081376,False,False,False
271,0,271,5.420000076293945,7,0.007821809,False,False,False
272,0,272,5.440000057220459,7,0.0069969036,False,False,False
273,0,273,5.460000038146973,0,0.0055308496,False,False,False
274,0,274,5.480000019073486,7,0.007669917,False,False,False
275,0,275,5.5,7,0.007821809,False,False,False
276,0,276,5.519999980926514,0,0.006508095,False,False,False
277,0,277,5.539999961853027,7,0.006826396,False,False,False
278,0,278,5.559999942779541,0,0.0046019526,False,False,False
279,0,279,5.579999923706055,0,0.0068945047,False,False,False
280,0,280,5.599999904632568,0,0.003999327,False,False,False
281,0,281,5.619999885559082,7,0.0021693825,False,False,False
282,0,282,5.639999866485596,0,0.0046466426,False,False,False
283,0,283,5.659999847412109,0,0.0046425266,False,False,False
284,0,284,5.679999828338623,0,0.0063362326,False,False,False
285,0,285,5.699999809265137,0,0.0070298985,False,False,False
286,0,286,5.71999979019165,0,0.014679768,False,False,False
287,0,287,5.739999771118164,0,0.032414753,True,False,False
288,0,288,5.760000228881836,0,0.035986185,True,False,False
289,0,289,5.78000020980835,0,0.049186945,True,False,True
290,0,290,5.800000190734863,7,0.072654575,True,True,False
291,0,291,5.820000171661377,7,0.057256564,True,False,True
292,0,292,5.840000152587891,7,0.057015672,True,False,True
293,0,293,5.860000133514404,7,0.074742444,True,True,False
294,0,294,5.880000114440918,7,0.050028425,True,False,True
295,0,295,5.900000095367432,7,0.04780681,True,False,False
296,0,296,5.920000076293945,7,0.056865525,True,False,False
297,0,297,5.940000057220459,7,0.035916883,True,False,False
298,0,298,5.960000038146973,7,0.031736843,True,False,False
299,0,299,5.980000019073486,7,0.035402354,True,False,False
300,0,300,6.0,7,0.021763243,False,False,False
301,0,301,6.019999980926514,7,0.021076387,False,False,False
302,0,302,6.039999961853027,7,0.020228982,False,False,False
303,0,303,6.059999942779541,7,0.011242654,False,False,False
304,0,304,6.079999923706055,7,0.008715667,False,False,False
305,0,305,6.099999904632568,7,0.006524904,False,False,False
306,0,306,6.119999885559082,7,0.0020963848,False,False,False
307,0,307,6.139999866485596,7,0.0,False,False,False
308,0,308,6.159999847412109,7,0.0015339851,False,False,False
309,0,309,6.179999828338623,7,0.0015339777,False,False,False
310,0,310,6.199999809265137,7,0.002855039,False,False,False
311,0,311,6.21999979019165,7,0.0,False,False,False
312,0,312,6.239999771118164,7,0.0015339851,False,False,False
313,0,313,6.260000228881836,7,0.0018549107,False,False,False
314,0,314,6.28000020980835,7,0.0015339777,False,False,False
315,0,315,6.300000190734863,7,0.0,False,False,False
316,0,316,6.320000171661377,0,0.0015339777,False,False,False
317,0,317,6.340000152587891,0,0.002169372,False,False,False
318,0,318,6.360000133514404,0,0.0026569315,False,False,False
319,0,319,6.380000114440918,7,0.004338718,False,False,False
320,0,320,6.400000095367432,7,0.0071950248,False,False,False
321,0,321,6.420000076293945,7,0.0066864747,False,False,False
322,0,322,6.440000057220459,7,0.008944586,False,False,False
323,0,323,6.460000038146973,0,0.01246209,False,False,False
324,0,324,6.480000019073486,7,0.011682471,False,False,False
325,0,325,6.5,7,0.013195761,False,False,False
326,0,326,6.519999980926514,7,0.019524418,False,False,False
327,0,327,6.539999961853027,7,0.016943354,False,False,False
328,0,328,6.559999942779541,7,0.023764318,False,False,False
329,0,329,6.579999923706055,7,0.017490095,False,False,False
330,0,330,6.599999904632568,7,0.020408303,False,False,False
331,0,331,6.619999885559082,7,0.024495699,False,False,False
332,0,332,6.639999866485596,7,0.019704316,False,False,False
333,0,333,6.659999847412109,4,0.020580523,False,False,False
334,0,334,6.679999828338623,4,0.025530541,False,False,False
335,0,335,6.699999809265137,4,0.020920666,False,False,False
336,0,336,6.71999979019165,4,0.022440247,False,False,False
337,0,337,6.739999771118164,4,0.02648061,False,False,False
338,0,338,6.760000228881836,4,0.017287072,False,False,False
339,0,339,6.78000020980835,4,0.01769076,False,False,False
340,0,340,6.800000190734863,4,0.02000064,False,False,False
341,0,341,6.820000171661377,4,0.013284649,False,False,False
342,0,342,6.840000152587891,4,0.012925562,False,False,False
343,0,343,6.860000133514404,4,0.0170817,False,False,False
344,0,344,6.880000114440918,1,0.0141425915,False,False,False
345,0,345,6.900000095367432,4,0.011980779,False,False,False
346,0,346,6.920000076293945,1,0.016663313,False,False,False
347,0,347,6.940000057220459,1,0.011980775,False,False,False
348,0,348,6.960000038146973,1,0.010058957,False,False,False
349,0,349,6.980000019073486,4,0.009456089,False,False,False
350,0,350,7.0,1,0.012367348,False,False,False
351,0,351,7.019999980926514,4,0.009075172,False,False,False
352,0,352,7.039999961853027,1,0.006686477,False,False,False
353,0,353,7.059999942779541,4,0.00881201,False,False,False
354,0,354,7.079999923706055,1,0.0050876397,False,False,False
355,0,355,7.099999904632568,1,0.003757475,False,False,False
356,0,356,7.119999885559082,1,0.004850873,False,False,False
357,0,357,7.139999866485596,1,0.0015339851,False,False,False
358,0,358,7.159999847412109,1,0.0015339814,False,False,False
359,0,359,7.179999828338623,1,0.003757481,False,False,False
360,0,360,7.199999809265137,1,0.0021693825,False,False,False
361,0,361,7.21999979019165,1,0.0015339851,False,False,False
362,0,362,7.239999771118164,1,0.0,False,False,False
363,0,363,7.260000228881836,1,0.0015339851,False,False,False
364,0,364,7.28000020980835,1,0.0,False,False,False
365,0,365,7.300000190734863,1,0.0021693825,False,False,False
366,0,366,7.320000171661377,1,0.00216938,False,False,False
367,0,367,7.340000152587891,1,0.0,False,False,False
368,0,368,7.360000133514404,1,0.0,False,False,False
369,0,369,7.380000114440918,1,0.0,False,False,False
370,0,370,7.400000095367432,1,0.0015339851,False,False,False
371,0,371,7.420000076293945,1,0.0021693825,False,False,False
372,0,372,7.440000057220459,1,0.0021693825,False,False,False
373,0,373,7.460000038146973,1,0.0015339814,False,False,False
374,0,374,7.480000019073486,1,0.0015339851,False,False,False
375,0,375,7.5,1,0.0015339851,False,False,False
376,0,376,7.519999980926514,1,0.0021693825,False,False,False
377,0,377,7.539999961853027,1,0.0015339851,False,False,False
378,0,378,7.559999942779541,1,0.0,False,False,False
379,0,379,7.579999923706055,1,0.00216938,False,False,False
380,0,380,7.599999904632568,1,0.0,False,False,False
381,0,381,7.619999885559082,1,0.0015339814,False,False,False
382,0,382,7.639999866485596,1,0.002169359,False,False,False
383,0,383,7.659999847412109,1,0.002656938,False,False,False
384,0,384,7.679999828338623,1,0.0026569401,False,False,False
385,0,385,7.699999809265137,1,0.0021693825,False,False,False
386,0,386,7.71999979019165,1,0.003430095,False,False,False
387,0,387,7.739999771118164,1,0.0021693825,False,False,False
388,0,388,7.760000228881836,1,0.003430095,False,False,False
389,0,389,7.78000020980835,1,0.003067953,False,False,False
390,0,390,7.800000190734863,1,0.0026569376,False,False,False
391,0,391,7.820000171661377,1,0.0026569401,False,False,False
392,0,392,7.840000152587891,1,0.0015339851,False,False,False
393,0,393,7.860000133514404,1,0.0,False,False,False
394,0,394,7.880000114440918,1,0.0015339851,False,False,False
395,0,395,7.900000095367432,1,0.0015339851,False,False,False
396,0,396,7.920000076293945,1,0.0,False,False,False
397,0,397,7.940000057220459,1,0.0015339553,False,False,False
398,0,398,7.960000038146973,1,0.0021693616,False,False,False
399,0,399,7.980000019073486,1,0.0015339851,False,False,False
400,1,0,0.0,3,0.0,False,False,False
401,1,1,0.019999999552965164,3,0.0034300874,False,False,False
402,1,2,0.03999999910593033,3,0.0015339808,False,False,False
403,1,3,0.05999999865889549,3,0.0015339851,False,False,False
404,1,4,0.07999999821186066,3,0.0015339851,False,False,False
405,1,5,0.10000000149011612,3,0.002342966,False,False,False
406,1,6,0.11999999731779099,3,0.0023429631,False,False,False
407,1,7,0.14000000059604645,3,0.0,False,False,False
408,1,8,0.1599999964237213,3,0.0015339808,False,False,False
409,1,9,0.18000000715255737,3,0.0,False,False,False
410,1,10,0.20000000298023224,3,0.0015339808,False,False,False
411,1,11,0.2199999988079071,3,0.0015339851,False,False,False
412,1,12,0.23999999463558197,3,0.0,False,False,False
413,1,13,0.25999999046325684,3,0.0,False,False,False
414,1,14,0.2800000011920929,3,0.0015339807,False,False,False
415,1,15,0.30000001192092896,3,0.0021693793,False,False,False
416,1,16,0.3199999928474426,3,0.0015339805,False,False,False
417,1,17,0.3400000035762787,3,0.0015339807,False,False,False
418,1,18,0.36000001430511475,3,0.0,False,False,False
419,1,19,0.3799999952316284,3,0.0,False,False,False
420,1,20,0.4000000059604645,3,0.0015339851,False,False,False
421,1,21,0.41999998688697815,3,0.0,False,False,False
422,1,22,0.4399999976158142,3,0.0015339851,False,False,False
423,1,23,0.46000000834465027,3,0.0015339805,False,False,False
424,1,24,0.47999998927116394,3,0.0015339805,False,False,False
425,1,25,0.5,3,0.0015339851,False,False,False
426,1,26,0.5199999809265137,3,0.0015339851,False,False,False
427,1,27,0.5400000214576721,3,0.0026569369,False,False,False
428,1,28,0.5600000023841858,3,0.0015339796,False,False,False
429,1,29,0.5799999833106995,3,0.0015339851,False,False,False
430,1,30,0.6000000238418579,3,0.0,False,False,False
431,1,31,0.6200000047683716,3,0.0015339255,False,False,False
432,1,32,0.6399999856948853,3,0.0021693825,False,False,False
433,1,33,0.6600000262260437,3,0.0015339851,False,False,False
434,1,34,0.6800000071525574,3,0.0021693795,False,False,False
435,1,35,0.699999988079071,3,0.0026569378,False,False,False
436,1,36,0.7200000286102295,5,0.0015339796,False,False,False
437,1,37,0.7400000095367432,5,0.0037574791,False,False,False
438,1,38,0.7599999904632568,5,0.0015339796,False,False,False
439,1,39,0.7799999713897705,5,0.0026569343,False,False,False
440,1,40,0.800000011920929,5,0.0021693825,False,False,False
441,1,41,0.8199999928474426,5,0.0,False,False,False
442,1,42,0.8399999737739563,5,0.0015339851,False,False,False
443,1,43,0.8600000143051147,5,0.0030679405,False,False,False
444,1,44,0.8799999952316284,5,0.0030679405,False,False,False
445,1,45,0.8999999761581421,5,0.0,False,False,False
446,1,46,0.9200000166893005,5,0.0021693793,False,False,False
447,1,47,0.9399999976158142,5,0.0015339805,False,False,False
448,1,48,0.9599999785423279,5,0.0015339796,False,False,False
449,1,49,0.9800000190734863,5,0.0040585166,False,False,False
450,1,50,1.0,5,0.0034300662,False,False,False
451,1,51,1.0199999809265137,5,0.0015339805,False,False,False
452,1,52,1.0399999618530273,5,0.0021693793,False,False,False
453,1,53,1.059999942779541,5,0.0,False,False,False
454,1,54,1.0800000429153442,5,0.0,False,False,False
455,1,55,1.100000023841858,5,0.0,False,False,False
456,1,56,1.1200000047683716,5,0.0,False,False,False
457,1,57,1.1399999856948853,5,0.0,False,False,False
458,1,58,1.159999966621399,5,0.0015339796,False,False,False
459,1,59,1.1799999475479126,5,0.0021693788,False,False,False
460,1,60,1.2000000476837158,5,0.0,False,False,False
461,1,61,1.2200000286102295,5,0.0015339805,False,False,False
462,1,62,1.2400000095367432,5,0.0015339805,False,False,False
463,1,63,1.2599999904632568,5,0.0,False,False,False
464,1,64,1.2799999713897705,5,0.0,False,False,False
465,1,65,1.2999999523162842,5,0.0015339851,False,False,False
466,1,66,1.3200000524520874,5,0.0015339805,False,False,False
467,1,67,1.340000033378601,5,0.0021693793,False,False,False
468,1,68,1.3600000143051147,5,0.0,False,False,False
469,1,69,1.3799999952316284,5,0.0021693825,False,False,False
470,1,70,1.399999976158142,5,0.0015339851,False,False,False
471,1,71,1.4199999570846558,5,0.0021693767,False,False,False
472,1,72,1.440000057220459,5,0.0021693793,False,False,False
473,1,73,1.4600000381469727,5,0.0,False,False,False
474,1,74,1.4800000190734863,5,0.0015339851,False,False,False
475,1,75,1.5,5,0.0,False,False,False
476,1,76,1.5199999809265137,5,0.0015339851,False,False,False
477,1,77,1.5399999618530273,5,0.0,False,False,False
478,1,78,1.559999942779541,6,0.0,False,False,False
479,1,79,1.5800000429153442,6,0.0015339796,False,False,False
480,1,80,1.600000023841858,6,0.0021693788,False,False,False
481,1,81,1.6200000047683716,6,0.0,False,False,False
482,1,82,1.6399999856948853,6,0.0015339814,False,False,False
483,1,83,1.659999966621399,6,0.0015339851,False,False,False
484,1,84,1.6799999475479126,6,0.00216938,False,False,False
485,1,85,1.7000000476837158,6,0.0,False,False,False
486,1,86,1.7200000286102295,6,0.0015339851,False,False,False
487,1,87,1.7400000095367432,6,0.0026569343,False,False,False
488,1,88,1.7599999904632568,6,0.0021693788,False,False,False
489,1,89,1.7799999713897705,6,0.0021693788,False,False,False
490,1,90,1.7999999523162842,6,0.0,False,False,False
491,1,91,1.8200000524520874,6,0.0015339805,False,False,False
